frame,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,mass,radius
60,0.595597,8.90025e+06,8.19957e+07,-7.72094e+06,0.501125,-0.153187,-139.4,0.365525,0.0046504
60,0.595597,6.85604e+07,-1.91256e+08,-2.62507e+07,0.734071,-2.83772,-138.689,1.01105,0.0046504
60,0.595597,-8.17693e+07,-1.57818e+08,-6.87994e+07,2.01576,-2.27866,-138.383,0.972402,0.0046504
60,0.595597,8.8572e+06,-5.85623e+07,6.51518e+06,-5.13097,-9.69677,-136.485,0.429428,0.0046504
60,0.595597,-2.20221e+07,-1.51813e+08,-1.06092e+08,8.88012,-0.517606,-134.61,0.977956,0.0046504
60,0.595597,1.58279e+07,-1.75578e+08,-5.6391e+07,-2.95298,-14.7163,-134.387,0.938698,0.0046504
60,0.595597,3.86279e+06,-4.17106e+07,4.58909e+06,1.85207,-1.73388,-133.814,0.32884,0.0046504
60,0.595597,6.24843e+07,-1.41588e+08,-7.09978e+07,3.20772,4.80742,-133.636,0.999062,0.0046504
60,0.595597,-1.14812e+08,-8.88835e+07,-1.21406e+08,-9.57127,-2.6841,-133.494,1.01004,0.0046504
60,0.595597,2.96531e+07,-1.87231e+08,-7.81632e+07,-6.14866,-4.87958,-133.091,0.813078,0.0046504
60,0.595597,9.20579e+06,-1.30043e+08,-2.89256e+07,-8.93197,-16.4087,-132.835,0.842256,0.0046504
60,0.595597,1.1089e+08,-6.11314e+07,1.26886e+08,12.6226,2.39149,-132.795,0.871209,0.0046504
60,0.595597,6.92495e+06,-2.13814e+07,2.72511e+06,1.59939,1.61635,-132.691,0.222591,0.0046504
60,0.595597,3.71229e+06,5.33234e+07,1.39878e+07,1.97957,-5.60896,-132.646,0.420136,0.0046504
60,0.595597,5.55725e+07,-1.46695e+08,8.53553e+07,-10.0577,-18.8808,-132.212,1.30106,0.0046504
60,0.595597,-3.41454e+07,-2.64988e+07,-1.0546e+08,-3.31991,-4.8488,-131.854,0.763291,0.0046504
60,0.595597,-7.05161e+07,-5.56102e+07,-1.4873e+08,-18.2471,-2.71466,-131.299,0.810317,0.0046504
60,0.595597,3.95745e+07,-1.15971e+08,-3.19692e+07,-5.87673,-12.9373,-130.913,0.73901,0.0046504
60,0.595597,-9.3753e+06,-1.22488e+07,-1.54377e+07,-1.44867,-3.06053,-130.839,0.205524,0.0046504
60,0.595597,-591749,1.03175e+08,5.43514e+06,-4.09605,7.41678,-130.252,0.659921,0.0046504
60,0.595597,3.1755e+07,-1.71695e+08,-6.41745e+07,-11.0286,-5.82625,-129.984,0.949554,0.0046504
60,0.595597,2.68298e+07,-8.53341e+07,-1.98476e+07,1.32112,-5.96531,-129.886,0.604176,0.0046504
60,0.595597,1.59524e+07,-1.24466e+08,-6.38296e+07,-0.205252,-6.80448,-129.482,0.777239,0.0046504
60,0.595597,-7.7799e+07,1.78883e+08,5.81141e+07,13.0037,-12.8811,-129.067,1.03083,0.0046504
60,0.595597,1.10786e+08,1.18418e+08,1.23496e+08,-3.39935,-2.68258,-128.419,1.14007,0.0046504
60,0.595597,4.59076e+07,-3.46052e+07,4.0129e+07,31.8069,-23.2296,-127.935,0.627601,0.0046504
60,0.595597,-2.04496e+07,-8.29102e+07,-5.59662e+07,-18.6623,-13.6156,-127.405,0.71519,0.0046504
60,0.595597,8.33685e+06,-4.777e+07,2.82517e+07,-37.2387,-34.1452,-126.887,0.817025,0.0046504
60,0.595597,-1.95755e+06,8.92403e+07,-1.11464e+08,2.88803,0.897087,-126.737,0.831404,0.0046504
60,0.595597,1.19223e+08,6.44401e+07,5.54776e+07,1.84903,-2.15704,-126.302,0.821471,0.0046504
60,0.595597,6.4927e+07,-7.14775e+07,2.77239e+07,-3.21863,-22.2383,-123.064,0.743172,0.0046504
60,0.595597,1.15152e+07,-1.11332e+08,-1.46616e+07,-3.34644,-17.5323,-122.551,0.577309,0.0046504
60,0.595597,5.33261e+06,-1.75356e+07,-133181,2.95361,-0.577049,-122.448,0.213945,0.0046504
60,0.595597,-6.27891e+07,-1.13749e+08,-1.59081e+08,-1.54916,-4.21303,-122.381,1.13555,0.0046504
60,0.595597,997199,4.17006e+06,-7.53411e+06,6.9222,2.34931,-122.208,0.114736,0.0046504
60,0.595597,2.05372e+07,-7.05907e+06,3.31027e+07,57.8565,10.5612,-121.835,0.421102,0.0046504
60,0.595597,9.90567e+06,3.29309e+07,6.60773e+06,0.318256,-1.14042,-121.483,0.313821,0.0046504
60,0.595597,-7.76166e+07,-3.03999e+07,-8.00848e+07,-7.52165,-5.10306,-121.256,0.714159,0.0046504
60,0.595597,-3.40558e+07,-1.22581e+08,-1.02482e+08,-3.16086,-4.31092,-118.712,0.830829,0.0046504
60,0.595597,-7.35401e+06,-5.94314e+07,4.42557e+07,-63.8484,-17.318,-118.041,1.2615,0.0046504
60,0.595597,2.22291e+07,-1.90772e+08,1.1075e+07,-7.77354,-8.93219,-117.553,0.919481,0.0046504
60,0.595597,8.07975e+07,1.13324e+08,3.60366e+07,1.7339,0.936081,-117.473,0.8194,0.0046504
60,0.595597,-1.57802e+07,-4.62531e+07,1.16726e+08,-57.1503,-20.095,-115.844,1.16694,0.0046504
60,0.595597,-1.25437e+07,-4.65459e+07,6.29776e+07,-7.24911,22.4447,-115.215,0.775499,0.0046504
60,0.595597,-1.76954e+07,4.8464e+06,-3.2725e+06,-3.94243,-5.86033,-114.273,0.189608,0.0046504
61,0.605521,-3.62052e+06,4.4703e+07,-8.41955e+06,-0.364736,-0.0436162,-186.731,0.379402,0.0046504
61,0.605521,-1.00828e+08,1.63401e+08,7.41906e+07,0.599576,2.90877,-183.82,0.992813,0.0046504
61,0.605521,-2.43278e+07,-26347.4,-2.49724e+07,-2.70248,0.795769,-182.477,0.319371,0.0046504
61,0.605521,1.02481e+07,9.72782e+06,2.29528e+07,-8.85598,2.45693,-182.457,0.250982,0.0046504
61,0.605521,-4.40515e+07,-4.33218e+07,-1.49457e+08,-14.6805,-6.39835,-182.211,0.981506,0.0046504
61,0.605521,4.82092e+06,-800533,-1.24383e+07,4.46959,-2.95523,-181.649,0.199837,0.0046504
61,0.605521,-3.75901e+06,3.27281e+07,3.33622e+07,-2.93507,-6.99006,-181.423,0.365919,0.0046504
61,0.605521,2.89958e+07,1.73225e+07,238551,14.1191,-1.77217,-180.298,0.294375,0.0046504
61,0.605521,9.12743e+06,7.654e+07,-1.00256e+07,0.49168,-1.20438,-180.01,0.457625,0.0046504
61,0.605521,2.0834e+07,3.19141e+07,-9.1407e+06,4.58526,-1.20894,-178.987,0.312391,0.0046504
61,0.605521,-4.89777e+07,-4.90038e+07,-6.19994e+07,-8.9826,-8.96782,-176.8,0.487114,0.0046504
61,0.605521,-3.40153e+07,-1.86337e+07,-1.66067e+07,-6.9751,-8.01573,-174.977,0.321327,0.0046504
61,0.605521,1.34409e+07,-4.36077e+07,-1.16297e+07,-0.991132,-0.247445,-169.96,0.36251,0.0046504
61,0.605521,5.18912e+07,-1.64487e+07,-5.91712e+07,2.61876,-2.02386,-169.803,0.515258,0.0046504
61,0.605521,-6.18869e+07,-1.02167e+08,1.23608e+07,-5.96506,2.2819,-169.382,0.679944,0.0046504
61,0.605521,1.08564e+07,-3.10387e+06,3.33847e+06,3.41722,-0.572409,-168.583,0.158913,0.0046504
61,0.605521,1.14585e+07,-4.07187e+07,1.34609e+07,1.95273,0.100031,-167.685,0.372948,0.0046504
61,0.605521,-1.08899e+07,-2.48733e+07,-1.20149e+07,-0.890483,-3.73284,-166.725,0.234126,0.0046504
61,0.605521,4.1056e+07,-3.18595e+07,5.15595e+07,2.65364,-1.44358,-166.624,0.516828,0.0046504
61,0.605521,-1.25504e+07,-9.79152e+06,765918,-5.61527,0.716651,-166.323,0.218713,0.0046504
61,0.605521,1.74803e+07,-1.50646e+07,-4.22882e+06,3.89941,0.11841,-164.981,0.225125,0.0046504
61,0.605521,-5.43548e+07,1.36585e+08,2.45907e+06,19.7907,-49.518,-164.657,0.867599,0.0046504
61,0.605521,2.66934e+07,-1.95476e+07,7.75604e+07,-0.385369,-1.68838,-163.819,0.502112,0.0046504
61,0.605521,-2.40651e+07,-1.78427e+07,7.47786e+06,-2.66873,-6.60757,-162.728,0.292465,0.0046504
61,0.605521,1.70438e+07,1.92809e+07,1.35634e+07,-1.08548,-2.9208,-162.72,0.289789,0.0046504
61,0.605521,-6.50145e+06,8.49869e+07,-5.35185e+07,-2.38187,-10.9747,-161.908,0.702047,0.0046504
61,0.605521,-1.47729e+07,-1.17051e+07,-2.0737e+07,-3.36258,-2.90088,-161.289,0.247335,0.0046504
61,0.605521,-1.41718e+07,-1.32571e+07,-6.16424e+06,-3.59154,-11.5583,-159.706,0.230238,0.0046504
61,0.605521,5.89518e+07,-1.38787e+08,-1.211e+08,9.01012,-1.92335,-159.013,0.995121,0.0046504
61,0.605521,4.84099e+06,-6.35939e+07,-2.55871e+07,-0.800991,-0.0948146,-157.754,0.537482,0.0046504
61,0.605521,-3.39419e+07,-7.86895e+07,-1.82855e+08,-1.46214,0.922939,-156.683,1.03867,0.0046504
61,0.605521,-4.45801e+07,-1.0751e+08,-1.01042e+08,-3.08258,-3.33242,-155.342,0.834061,0.0046504
61,0.605521,5.24666e+07,-1.49655e+08,2.61429e+07,4.22308,-0.574676,-154.427,0.855397,0.0046504
61,0.605521,-4.92601e+07,1.36098e+08,-8.47096e+06,-9.9559,-25.3012,-153.924,0.965963,0.0046504
61,0.605521,7.28928e+06,3.31939e+06,4.10518e+06,12.176,-4.94586,-153.606,0.128095,0.0046504
61,0.605521,-3.92505e+07,-9.56822e+07,-1.48255e+08,-4.95721,-5.54961,-153.599,0.829238,0.0046504
61,0.605521,9.94505e+07,2.76155e+07,1.27547e+08,0.354658,-5.27795,-153.566,1.00622,0.0046504
61,0.605521,1.70927e+07,-1.05917e+08,-3.0904e+07,-0.384243,-2.7387,-153.48,0.636925,0.0046504
61,0.605521,6.54193e+06,-2.7375e+07,-1.90495e+06,-0.101435,-6.06247,-152.094,0.25775,0.0046504
61,0.605521,-2.0108e+07,-9.88978e+07,-6.53577e+07,-31.8673,-17.7814,-151.44,0.680828,0.0046504
61,0.605521,-1.15234e+07,5.0727e+07,349966,-0.0416189,-2.32868,-150.016,0.39467,0.0046504
61,0.605521,-1.12568e+08,-1.0191e+08,-1.27195e+08,-6.26241,4.51794,-149.561,1.02959,0.0046504
61,0.605521,4.65359e+07,-2.048e+07,932369,-4.2434,-9.7263,-149.45,0.430443,0.0046504
61,0.605521,1.62215e+07,-1.10439e+07,2.06114e+07,6.41808,1.32444,-147.894,0.27335,0.0046504
61,0.605521,7.34194e+07,-1.91927e+08,-6.30795e+06,6.31907,-1.57599,-147.705,0.988229,0.0046504
61,0.605521,-263699,1.5971e+08,2.65648e+06,0.215743,3.08971,-145.939,0.721983,0.0046504
61,0.605521,1.66705e+07,-8.21754e+07,1.74386e+07,-2.10939,-5.44367,-145.879,0.51868,0.0046504
61,0.605521,-5.83332e+07,8.99962e+06,-1.70585e+08,-4.97822,2.26176,-145.359,0.956383,0.0046504
61,0.605521,-6.3828e+07,1.05553e+07,-6.80488e+07,-3.40057,-1.56207,-144.405,0.555701,0.0046504
61,0.605521,4.72342e+06,-2.13282e+07,-1.70017e+07,-0.0184841,-3.40021,-143.347,0.471934,0.0046504
61,0.605521,3.209e+07,-1.5409e+08,-1.01183e+08,3.69146,-7.95323,-142.622,0.987005,0.0046504
61,0.605521,-6.80105e+07,1.31944e+07,-1.59475e+08,-7.84938,1.72128,-142.069,0.91186,0.0046504
61,0.605521,-2.82086e+07,1.4691e+06,7.18617e+06,-4.41231,-2.77703,-141.103,0.277528,0.0046504
61,0.605521,1.69327e+07,1.24995e+07,9.24284e+06,4.6218,-5.79964,-140.818,0.224944,0.0046504
61,0.605521,-2.12985e+06,-1.18523e+08,-8.3191e+07,-2.74403,-5.43549,-140.175,0.805554,0.0046504
61,0.605521,8.90025e+06,8.19957e+07,-7.72094e+06,0.501125,-0.153187,-139.4,0.365525,0.0046504
61,0.605521,6.85604e+07,-1.91256e+08,-2.62507e+07,0.734071,-2.83772,-138.689,1.01105,0.0046504
61,0.605521,-8.17693e+07,-1.57818e+08,-6.87994e+07,2.01576,-2.27866,-138.383,0.972402,0.0046504
61,0.605521,8.8572e+06,-5.85623e+07,6.51518e+06,-5.13097,-9.69677,-136.485,0.429428,0.0046504
61,0.605521,-2.20221e+07,-1.51813e+08,-1.06092e+08,8.88012,-0.517606,-134.61,0.977956,0.0046504
61,0.605521,1.58279e+07,-1.75578e+08,-5.6391e+07,-2.95298,-14.7163,-134.387,0.938698,0.0046504
61,0.605521,3.86279e+06,-4.17106e+07,4.58909e+06,1.85207,-1.73388,-133.814,0.32884,0.0046504
61,0.605521,6.24843e+07,-1.41588e+08,-7.09978e+07,3.20772,4.80742,-133.636,0.999062,0.0046504
61,0.605521,-1.14812e+08,-8.88835e+07,-1.21406e+08,-9.57127,-2.6841,-133.494,1.01004,0.0046504
61,0.605521,2.96531e+07,-1.87231e+08,-7.81632e+07,-6.14866,-4.87958,-133.091,0.813078,0.0046504
61,0.605521,9.20579e+06,-1.30043e+08,-2.89256e+07,-8.93197,-16.4087,-132.835,0.842256,0.0046504
61,0.605521,1.1089e+08,-6.11314e+07,1.26886e+08,12.6226,2.39149,-132.795,0.871209,0.0046504
61,0.605521,6.92495e+06,-2.13814e+07,2.72511e+06,1.59939,1.61635,-132.691,0.222591,0.0046504
61,0.605521,3.71229e+06,5.33234e+07,1.39878e+07,1.97957,-5.60896,-132.646,0.420136,0.0046504
61,0.605521,5.55725e+07,-1.46695e+08,8.53553e+07,-10.0577,-18.8808,-132.212,1.30106,0.0046504
61,0.605521,-3.41454e+07,-2.64988e+07,-1.0546e+08,-3.31991,-4.8488,-131.854,0.763291,0.0046504
61,0.605521,-7.05161e+07,-5.56102e+07,-1.4873e+08,-18.2471,-2.71466,-131.299,0.810317,0.0046504
61,0.605521,3.95745e+07,-1.15971e+08,-3.19692e+07,-5.87673,-12.9373,-130.913,0.73901,0.0046504
61,0.605521,-9.3753e+06,-1.22488e+07,-1.54377e+07,-1.44867,-3.06053,-130.839,0.205524,0.0046504
61,0.605521,-591749,1.03175e+08,5.43514e+06,-4.09605,7.41678,-130.252,0.659921,0.0046504
61,0.605521,3.1755e+07,-1.71695e+08,-6.41745e+07,-11.0286,-5.82625,-129.984,0.949554,0.0046504
61,0.605521,2.68298e+07,-8.53341e+07,-1.98476e+07,1.32112,-5.96531,-129.886,0.604176,0.0046504
61,0.605521,1.59524e+07,-1.24466e+08,-6.38296e+07,-0.205252,-6.80448,-129.482,0.777239,0.0046504
61,0.605521,-7.7799e+07,1.78883e+08,5.81141e+07,13.0037,-12.8811,-129.067,1.03083,0.0046504
61,0.605521,1.10786e+08,1.18418e+08,1.23496e+08,-3.39935,-2.68258,-128.419,1.14007,0.0046504
61,0.605521,4.59076e+07,-3.46052e+07,4.0129e+07,31.8069,-23.2296,-127.935,0.627601,0.0046504
61,0.605521,-2.04496e+07,-8.29102e+07,-5.59663e+07,-18.6623,-13.6156,-127.405,0.71519,0.0046504
61,0.605521,8.33685e+06,-4.777e+07,2.82517e+07,-37.2387,-34.1452,-126.887,0.817025,0.0046504
61,0.605521,-1.95755e+06,8.92403e+07,-1.11464e+08,2.88803,0.897087,-126.737,0.831404,0.0046504
61,0.605521,1.19223e+08,6.44401e+07,5.54776e+07,1.84903,-2.15704,-126.302,0.821471,0.0046504
61,0.605521,6.4927e+07,-7.14775e+07,2.77239e+07,-3.21863,-22.2383,-123.064,0.743172,0.0046504
61,0.605521,1.15152e+07,-1.11332e+08,-1.46616e+07,-3.34644,-17.5323,-122.551,0.577309,0.0046504
61,0.605521,5.33261e+06,-1.75356e+07,-133182,2.95361,-0.577049,-122.448,0.213945,0.0046504
61,0.605521,-6.27891e+07,-1.13749e+08,-1.59081e+08,-1.54916,-4.21303,-122.381,1.13555,0.0046504
61,0.605521,997199,4.17006e+06,-7.53411e+06,6.9222,2.34931,-122.208,0.114736,0.0046504
61,0.605521,2.05372e+07,-7.05907e+06,3.31027e+07,57.8565,10.5612,-121.835,0.421102,0.0046504
61,0.605521,9.90567e+06,3.29309e+07,6.60773e+06,0.318256,-1.14042,-121.483,0.313821,0.0046504
61,0.605521,-7.76166e+07,-3.03999e+07,-8.00848e+07,-7.52165,-5.10306,-121.256,0.714159,0.0046504
61,0.605521,-3.40558e+07,-1.22581e+08,-1.02482e+08,-3.16086,-4.31092,-118.712,0.830829,0.0046504
61,0.605521,-7.35401e+06,-5.94314e+07,4.42557e+07,-63.8484,-17.318,-118.041,1.2615,0.0046504
61,0.605521,2.22291e+07,-1.90772e+08,1.1075e+07,-7.77354,-8.93219,-117.553,0.919481,0.0046504
61,0.605521,8.07975e+07,1.13324e+08,3.60366e+07,1.7339,0.936081,-117.473,0.8194,0.0046504
61,0.605521,-1.57802e+07,-4.62531e+07,1.16726e+08,-57.1503,-20.095,-115.844,1.16694,0.0046504
61,0.605521,-1.25437e+07,-4.65459e+07,6.29776e+07,-7.24911,22.4447,-115.215,0.775499,0.0046504
61,0.605521,-1.76954e+07,4.8464e+06,-3.2725e+06,-3.94243,-5.86033,-114.273,0.189608,0.0046504
62,0.615446,-3.62052e+06,4.4703e+07,-8.41955e+06,-0.364736,-0.0436162,-186.731,0.379402,0.0046504
62,0.615446,-1.00828e+08,1.63401e+08,7.41906e+07,0.599576,2.90877,-183.82,0.992813,0.0046504
62,0.615446,-2.43278e+07,-26347.4,-2.49724e+07,-2.70248,0.795769,-182.477,0.319371,0.0046504
62,0.615446,1.02481e+07,9.72782e+06,2.29528e+07,-8.85598,2.45693,-182.457,0.250982,0.0046504
62,0.615446,-4.40515e+07,-4.33218e+07,-1.49457e+08,-14.6805,-6.39835,-182.211,0.981506,0.0046504
62,0.615446,4.82092e+06,-800533,-1.24383e+07,4.46959,-2.95523,-181.649,0.199837,0.0046504
62,0.615446,-3.75901e+06,3.27281e+07,3.33622e+07,-2.93507,-6.99006,-181.423,0.365919,0.0046504
62,0.615446,2.89958e+07,1.73225e+07,238549,14.1191,-1.77217,-180.298,0.294375,0.0046504
62,0.615446,9.12743e+06,7.654e+07,-1.00256e+07,0.49168,-1.20438,-180.01,0.457625,0.0046504
62,0.615446,2.0834e+07,3.19141e+07,-9.1407e+06,4.58526,-1.20894,-178.987,0.312391,0.0046504
62,0.615446,-4.89777e+07,-4.90038e+07,-6.19994e+07,-8.9826,-8.96782,-176.8,0.487114,0.0046504
62,0.615446,-3.40153e+07,-1.86337e+07,-1.66067e+07,-6.9751,-8.01573,-174.977,0.321327,0.0046504
62,0.615446,1.34409e+07,-4.36077e+07,-1.16297e+07,-0.991132,-0.247445,-169.96,0.36251,0.0046504
62,0.615446,5.18912e+07,-1.64487e+07,-5.91712e+07,2.61876,-2.02386,-169.803,0.515258,0.0046504
62,0.615446,-6.18869e+07,-1.02167e+08,1.23608e+07,-5.96506,2.2819,-169.382,0.679944,0.0046504
62,0.615446,1.08564e+07,-3.10387e+06,3.33847e+06,3.41722,-0.572409,-168.583,0.158913,0.0046504
62,0.615446,1.14585e+07,-4.07187e+07,1.34609e+07,1.95273,0.100031,-167.685,0.372948,0.0046504
62,0.615446,-1.08899e+07,-2.48733e+07,-1.20149e+07,-0.890483,-3.73284,-166.725,0.234126,0.0046504
62,0.615446,4.1056e+07,-3.18595e+07,5.15595e+07,2.65364,-1.44358,-166.624,0.516828,0.0046504
62,0.615446,-1.25504e+07,-9.79152e+06,765916,-5.61527,0.716651,-166.323,0.218713,0.0046504
62,0.615446,1.74803e+07,-1.50646e+07,-4.22882e+06,3.89941,0.11841,-164.981,0.225125,0.0046504
62,0.615446,-5.43548e+07,1.36585e+08,2.45907e+06,19.7907,-49.518,-164.657,0.867599,0.0046504
62,0.615446,2.66934e+07,-1.95476e+07,7.75604e+07,-0.385369,-1.68838,-163.819,0.502112,0.0046504
62,0.615446,-2.40651e+07,-1.78427e+07,7.47786e+06,-2.66873,-6.60757,-162.728,0.292465,0.0046504
62,0.615446,1.70438e+07,1.92809e+07,1.35634e+07,-1.08548,-2.9208,-162.72,0.289789,0.0046504
62,0.615446,-6.50145e+06,8.49869e+07,-5.35185e+07,-2.38187,-10.9747,-161.908,0.702047,0.0046504
62,0.615446,-1.47729e+07,-1.17051e+07,-2.0737e+07,-3.36258,-2.90088,-161.289,0.247335,0.0046504
62,0.615446,-1.41718e+07,-1.32571e+07,-6.16424e+06,-3.59154,-11.5583,-159.706,0.230238,0.0046504
62,0.615446,5.89518e+07,-1.38787e+08,-1.211e+08,9.01012,-1.92335,-159.013,0.995121,0.0046504
62,0.615446,4.84099e+06,-6.35939e+07,-2.55871e+07,-0.800991,-0.0948146,-157.754,0.537482,0.0046504
62,0.615446,-3.39419e+07,-7.86895e+07,-1.82855e+08,-1.46214,0.922939,-156.683,1.03867,0.0046504
62,0.615446,-4.45801e+07,-1.0751e+08,-1.01042e+08,-3.08258,-3.33242,-155.342,0.834061,0.0046504
62,0.615446,5.24666e+07,-1.49655e+08,2.61429e+07,4.22308,-0.574676,-154.427,0.855397,0.0046504
62,0.615446,-4.92601e+07,1.36098e+08,-8.47096e+06,-9.9559,-25.3012,-153.924,0.965963,0.0046504
62,0.615446,7.28928e+06,3.31939e+06,4.10518e+06,12.176,-4.94586,-153.606,0.128095,0.0046504
62,0.615446,-3.92505e+07,-9.56822e+07,-1.48255e+08,-4.95721,-5.54961,-153.599,0.829238,0.0046504
62,0.615446,9.94505e+07,2.76155e+07,1.27547e+08,0.354658,-5.27795,-153.566,1.00622,0.0046504
62,0.615446,1.70927e+07,-1.05917e+08,-3.0904e+07,-0.384243,-2.7387,-153.48,0.636925,0.0046504
62,0.615446,6.54193e+06,-2.7375e+07,-1.90495e+06,-0.101435,-6.06247,-152.094,0.25775,0.0046504
62,0.615446,-2.0108e+07,-9.88978e+07,-6.53577e+07,-31.8673,-17.7814,-151.44,0.680828,0.0046504
62,0.615446,-1.15234e+07,5.0727e+07,349965,-0.0416189,-2.32868,-150.016,0.39467,0.0046504
62,0.615446,-1.12568e+08,-1.0191e+08,-1.27195e+08,-6.26241,4.51794,-149.561,1.02959,0.0046504
62,0.615446,4.65359e+07,-2.048e+07,932367,-4.2434,-9.7263,-149.45,0.430443,0.0046504
62,0.615446,1.62215e+07,-1.10439e+07,2.06114e+07,6.41808,1.32444,-147.894,0.27335,0.0046504
62,0.615446,7.34194e+07,-1.91927e+08,-6.30795e+06,6.31907,-1.57599,-147.705,0.988229,0.0046504
62,0.615446,-263699,1.5971e+08,2.65648e+06,0.215743,3.08971,-145.939,0.721983,0.0046504
62,0.615446,1.66705e+07,-8.21754e+07,1.74386e+07,-2.10939,-5.44367,-145.879,0.51868,0.0046504
62,0.615446,-5.83332e+07,8.99962e+06,-1.70585e+08,-4.97822,2.26176,-145.359,0.956383,0.0046504
62,0.615446,-6.3828e+07,1.05553e+07,-6.80488e+07,-3.40057,-1.56207,-144.405,0.555701,0.0046504
62,0.615446,4.72342e+06,-2.13282e+07,-1.70017e+07,-0.0184841,-3.40021,-143.347,0.471934,0.0046504
62,0.615446,3.209e+07,-1.5409e+08,-1.01183e+08,3.69146,-7.95323,-142.622,0.987005,0.0046504
62,0.615446,-6.80105e+07,1.31944e+07,-1.59475e+08,-7.84938,1.72128,-142.069,0.91186,0.0046504
62,0.615446,-2.82086e+07,1.4691e+06,7.18617e+06,-4.41231,-2.77703,-141.103,0.277528,0.0046504
62,0.615446,1.69327e+07,1.24995e+07,9.24284e+06,4.6218,-5.79964,-140.818,0.224944,0.0046504
62,0.615446,-2.12985e+06,-1.18523e+08,-8.3191e+07,-2.74403,-5.43549,-140.175,0.805554,0.0046504
62,0.615446,8.90025e+06,8.19957e+07,-7.72094e+06,0.501125,-0.153187,-139.4,0.365525,0.0046504
62,0.615446,6.85604e+07,-1.91256e+08,-2.62507e+07,0.734071,-2.83772,-138.689,1.01105,0.0046504
62,0.615446,-8.17693e+07,-1.57818e+08,-6.87994e+07,2.01576,-2.27866,-138.383,0.972402,0.0046504
62,0.615446,8.8572e+06,-5.85623e+07,6.51518e+06,-5.13097,-9.69677,-136.485,0.429428,0.0046504
62,0.615446,-2.20221e+07,-1.51813e+08,-1.06092e+08,8.88012,-0.517606,-134.61,0.977956,0.0046504
62,0.615446,1.58279e+07,-1.75578e+08,-5.6391e+07,-2.95298,-14.7163,-134.387,0.938698,0.0046504
62,0.615446,3.86279e+06,-4.17106e+07,4.58908e+06,1.85207,-1.73388,-133.814,0.32884,0.0046504
62,0.615446,6.24843e+07,-1.41588e+08,-7.09978e+07,3.20772,4.80742,-133.636,0.999062,0.0046504
62,0.615446,-1.14812e+08,-8.88835e+07,-1.21406e+08,-9.57127,-2.6841,-133.494,1.01004,0.0046504
62,0.615446,2.96531e+07,-1.87231e+08,-7.81632e+07,-6.14866,-4.87958,-133.091,0.813078,0.0046504
62,0.615446,9.20579e+06,-1.30043e+08,-2.89256e+07,-8.93197,-16.4087,-132.835,0.842256,0.0046504
62,0.615446,1.1089e+08,-6.11314e+07,1.26886e+08,12.6226,2.39149,-132.795,0.871209,0.0046504
62,0.615446,6.92495e+06,-2.13814e+07,2.72511e+06,1.59939,1.61635,-132.691,0.222591,0.0046504
62,0.615446,3.71229e+06,5.33234e+07,1.39878e+07,1.97957,-5.60896,-132.646,0.420136,0.0046504
62,0.615446,5.55725e+07,-1.46695e+08,8.53553e+07,-10.0577,-18.8808,-132.212,1.30106,0.0046504
62,0.615446,-3.41454e+07,-2.64988e+07,-1.0546e+08,-3.31991,-4.8488,-131.854,0.763291,0.0046504
62,0.615446,-7.05161e+07,-5.56102e+07,-1.4873e+08,-18.2471,-2.71466,-131.299,0.810317,0.0046504
62,0.615446,3.95745e+07,-1.15971e+08,-3.19692e+07,-5.87673,-12.9373,-130.913,0.73901,0.0046504
62,0.615446,-9.3753e+06,-1.22488e+07,-1.54377e+07,-1.44867,-3.06053,-130.839,0.205524,0.0046504
62,0.615446,-591749,1.03175e+08,5.43514e+06,-4.09605,7.41678,-130.252,0.659921,0.0046504
62,0.615446,3.1755e+07,-1.71695e+08,-6.41745e+07,-11.0286,-5.82625,-129.984,0.949554,0.0046504
62,0.615446,2.68298e+07,-8.53341e+07,-1.98476e+07,1.32112,-5.96531,-129.886,0.604176,0.0046504
62,0.615446,1.59524e+07,-1.24466e+08,-6.38296e+07,-0.205252,-6.80448,-129.482,0.777239,0.0046504
62,0.615446,-7.7799e+07,1.78883e+08,5.81141e+07,13.0037,-12.8811,-129.067,1.03083,0.0046504
62,0.615446,1.10786e+08,1.18418e+08,1.23496e+08,-3.39935,-2.68258,-128.419,1.14007,0.0046504
62,0.615446,4.59076e+07,-3.46052e+07,4.0129e+07,31.8069,-23.2296,-127.935,0.627601,0.0046504
62,0.615446,-2.04496e+07,-8.29102e+07,-5.59663e+07,-18.6623,-13.6156,-127.405,0.71519,0.0046504
62,0.615446,8.33685e+06,-4.777e+07,2.82517e+07,-37.2387,-34.1452,-126.887,0.817025,0.0046504
62,0.615446,-1.95755e+06,8.92403e+07,-1.11464e+08,2.88803,0.897087,-126.737,0.831404,0.0046504
62,0.615446,1.19223e+08,6.44401e+07,5.54776e+07,1.84903,-2.15704,-126.302,0.821471,0.0046504
62,0.615446,6.4927e+07,-7.14775e+07,2.77239e+07,-3.21863,-22.2383,-123.064,0.743172,0.0046504
62,0.615446,1.15152e+07,-1.11332e+08,-1.46616e+07,-3.34644,-17.5323,-122.551,0.577309,0.0046504
62,0.615446,5.33261e+06,-1.75356e+07,-133183,2.95361,-0.577049,-122.448,0.213945,0.0046504
62,0.615446,-6.27891e+07,-1.13749e+08,-1.59081e+08,-1.54916,-4.21303,-122.381,1.13555,0.0046504
